EnsemblGeneID	EnsemblTranscriptID	EnsemblProteinID	Adrenal_iBAQ	Appendices_iBAQ	Brain_iBAQ	Colon_iBAQ	Duodenum_iBAQ	Endometrium_iBAQ	Esophagus_iBAQ	Fallopiantube_iBAQ	Fat_iBAQ	Gallbladder_iBAQ	Heart_iBAQ	Kidney_iBAQ	Liver_iBAQ	Lung_iBAQ	Lymphnode_iBAQ	Ovary_iBAQ	Pancreas_iBAQ	Placenta_iBAQ	Prostate_iBAQ	Rectum_iBAQ	Salivarygland_iBAQ	Smallintestine_iBAQ	Smoothmuscle_iBAQ	Spleen_iBAQ	Stomach_iBAQ	Testis_iBAQ	Thyroid_iBAQ	Tonsil_iBAQ	Urinarybladder_iBAQ
ENSG00000148153	ENST00000374242	ENSP00000363360	103540000	0	37829000	11763000	121850000	32946000	13587000	43719000	0	18472000	15512000	12563000	10711000	86474000	23393000	0	28549000	33735000	4566300	6542800	0	35971000	35825000	8175800	5739300	44081000	18482000	18569000	6421400
ENSG00000148154	ENST00000374279	ENSP00000363397	453850	1284600	496840	325510	2398000	292190	359750	493850	3688200	0	1650800	0	385860	185290	632880	0	0	338900	0	550600	1070800	0	0	3244700	0	0	920800	382080	79586
ENSG00000148156	ENST00000374667	ENSP00000363799	0	0	0	0	0	157910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440340	0	102050000	0	0	0
ENSG00000148158	ENST00000374232	ENSP00000363349	4521000	749730	94164000	8813600	65704000	6757700	4078200	4479400	28189000	14171000	5092000	35254000	9688900	14575000	12622000	8811000	68673000	12111000	2695200	12577000	25269000	55812000	6392300	7009300	3432800	37306000	3475100	6313700	7554400
ENSG00000148175	ENST00000286713	ENSP00000286713	628570000	67136000	391610000	261800000	1039900000	304420000	903990000	158320000	565840000	1003900000	454650000	142950000	486290000	469400000	416560000	499060000	119510000	1611300000	119340000	1072300000	422510000	324310000	182460000	824300000	148840000	403650000	89408000	199170000	106450000
ENSG00000148180	ENST00000412819	ENSP00000416586	2.31e+08	111470000	606030000	122190000	396250000	551910000	1036900000	87502000	127350000	839110000	581130000	178220000	34847000	443600000	267670000	435410000	288760000	489820000	43490000	1157600000	561740000	331150000	442580000	1150100000	238090000	49704000	18066000	136680000	265770000
ENSG00000148180	ENST00000373818	ENSP00000362924	45627000	4996600	34625000	32411000	218110000	132450000	166180000	40154000	144360000	187110000	104750000	18969000	15578000	62846000	26618000	101090000	3109800	32609000	21729000	156010000	13309000	46586000	50780000	28704000	71993000	98431000	13365000	5319200	23897000
ENSG00000148180	ENST00000394353	ENSP00000377882	1558400000	725840000	7413400000	1601700000	6713500000	4651400000	7575100000	1192300000	3131700000	3514900000	7687600000	933040000	447290000	2926800000	2626800000	2919400000	637430000	3443200000	600010000	6911900000	1536100000	2079200000	3415700000	2019800000	2327600000	1311100000	784100000	2076700000	760850000
ENSG00000148180	ENST00000449773	ENSP00000410657	0	0	0	2855500	0	0	0	0	9138400	0	0	0	0	0	0	4248500	959390000	989910	0	1346800	0	2273800	0	113770	899900	285620	0	0	0
ENSG00000148180	ENST00000436847	ENSP00000411293	128900	1425.7	84368000	6109300	15519000	15096000	12985000	0	2032600	19346000	15052000	2413000	738570	2546700	0	19409000	570720	11805000	0	9732500	0	542790	10230000	1537400	0	11761000	1664800	877920	202080
ENSG00000148180	ENST00000477104	ENSP00000489067	0	2882600	0	4406400	2551100	339380	20969000	0	34641000	4718500	4814400	0	0	786100	10828000	17960000	7747800	5293900	1291900	13718000	0	1544800	3048200	0	769040	0	0	0	2958100
ENSG00000148187	ENST00000344641	ENSP00000343867	39199000	1189000	40670000	185680000	122200000	6651800	11259000	42573000	870950	7368000	60615000	27822000	19037000	73364000	8616400	18225000	22005000	20850000	1372900	30311000	11393000	146100000	930190	447360	11800000	12139000	47245000	44115000	821390
ENSG00000148204	ENST00000373631	ENSP00000362734	0	0	1337500	0	0	0	0	1191400	141690	30471	49369	842950	0	0	0	0	0	120890	0	0	32498	0	21297	0	0	0	0	490880	0
ENSG00000148218	ENST00000409155	ENSP00000386284	2246400000	103710000	2131300000	198060000	1431600000	255250000	648020000	281670000	529740000	603800000	878140000	834600000	4368200000	362840000	415770000	1.021e+09	140830000	1631300000	94559000	791480000	2271700000	346200000	211130000	339260000	195310000	568490000	227130000	145600000	183310000
ENSG00000148218	ENST00000448137	ENSP00000392748	106810000	164040	29338000	0	6751700	1003700	572080	4226600	0	0	5799100	21663000	229030000	0	0	3613500	0	37265000	956110	3130200	3742000	0	1565100	0	1075700	2593200	0	0	0
ENSG00000148219	ENST00000313400	ENSP00000314038	139680	0	12327000	1667700	5730800	0	0	0	4955900	234610	671600	8801.3	0	790390	0	2807300	437680	0	145280	1053200	1297600	856970	10486	0	119800	6244600	0	348800	2327000
ENSG00000148229	ENST00000374171	ENSP00000363286	11397000	715460	15529000	27414000	45213000	17154000	22094000	14455000	0	21649000	9499700	6338800	14229000	85082000	67907000	95941000	0	8818000	0	39900000	7195200	925200	5955100	7459100	5773000	44086000	2357600	75513000	2008300
ENSG00000148308	ENST00000372097	ENSP00000361169	6385500	1110400	29279000	4549200	29094000	8799400	4257000	6556100	2198600	19009000	7019300	2014200	6293500	22217000	7109200	6938500	8072900	8699400	3498600	6647700	4943600	8093300	3431800	3361000	2946700	15474000	10708000	9744900	1673000
ENSG00000148331	ENST00000277458	ENSP00000277458	243930	557740	2862000	0	0	857170	0	321100	0	885110	0	0	0	946430	316820	798700	0	4527000	1022300	0	148920	723110	135660	0	772010	3107400	158610	387840	0
ENSG00000148334	ENST00000338961	ENSP00000345341	181980000	1136500	222040000	18034000	401230000	42492000	80949000	48965000	21373000	40177000	1484300000	147830000	81592000	80544000	44555000	18040000	28808000	126510000	18494000	96869000	86160000	197040000	25328000	23663000	29201000	156090000	100420000	50888000	10313000
ENSG00000148335	ENST00000611055	ENSP00000483489	29774000	990000	100800000	3879700	19882000	22202000	30083000	12058000	4283900	54068000	224110000	11554000	38043000	61374000	12907000	38341000	10899000	41658000	1726800	14994000	6378700	44654000	12518000	10634000	9774100	73908000	14435000	33148000	10050000
ENSG00000148337	ENST00000629610	ENSP00000486816	1989000	1329800	5530400	2250800	5802600	7935000	2926700	8198400	2338200	1609600	696320	773980	935940	8992600	6062600	894600	816350	1863200	675030	2151100	437270	10693000	869700	3239200	924110	4368400	3483800	9165800	818270
ENSG00000148339	ENST00000432073	ENSP00000410053	4136000	660920	67713000	448490	2634500	4792800	586640	1040400	1929600	1759700	247560	9655000	4990200	1022900	3528100	1576600	1975200	955360	1053800	4765500	864620	749580	1141300	604220	308380	4257200	14497000	3492800	467290
ENSG00000148339	ENST00000373068	ENSP00000362159	0	0	0	63426	262110	174220	0	0	0	80848	0	0	0	0	193980	0	0	0	0	0	0	365920	0	0	0	424910	0	0	0
ENSG00000148341	ENST00000372554	ENSP00000361634	0	0	34195000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751090	0	0	0	0	0	0	0
ENSG00000148341	ENST00000372564	ENSP00000361645	134790000	14922000	947870000	89025000	542650000	140490000	221840000	121460000	38424000	257740000	196750000	58481000	37418000	1.29e+08	130490000	81206000	114590000	4.31e+08	57779000	333930000	159710000	187900000	143210000	110120000	125110000	206850000	66102000	157280000	55272000
ENSG00000148341	ENST00000416629	ENSP00000388282	0	56573	30641000	0	829020	0	0	0	0	0	0	0	0	21922	0	0	0	0	0	0	190930	0	0	0	0	1465400	0	0	0
ENSG00000148343	ENST00000358369	ENSP00000351138	7071400	147890	3621000	444780	17353000	130930	0	167950	0	1282300	12762000	0	2109200	1380400	1985300	0	1997500	0	0	2155900	247840	5783100	68459	188270	39603	154150	134740	107390	180840
ENSG00000148344	ENST00000340607	ENSP00000342385	2256900	3318200	0	21302000	31243000	0	16944000	2000100	34397000	37862000	0	12990000	0	0	18724000	29343000	11968000	374710000	0	19124000	18284000	3289000	0	7760400	0	273390000	2264600	79062000	36761000
ENSG00000148346	ENST00000373017	ENSP00000362108	80281000	410320000	9055300	20286000	142200000	3608400	391350000	6313300	1200800000	2601300000	19029000	38952000	47930000	77070000	73191000	124350000	205060000	293400000	245970000	162600000	19556000	177310000	3817100	1074800000	170880000	12188000	3806500000	39604000	515210000
ENSG00000148356	ENST00000373322	ENSP00000362419	11381000	2247400	92668000	5023100	50161000	14237000	20946000	4464900	7670200	25690000	14123000	5705800	27172000	12883000	10383000	62205000	8482000	9765700	3811400	39485000	5169300	11973000	7648200	4998400	5506200	9704200	4738400	16688000	1495300
ENSG00000148357	ENST00000624552	ENSP00000485357	1035700	230410	471030	2585600	49974000	4458600	5026400	111050	815290	3116700	19227000	214600	553530	773680	1566900	616690	1000600	1913800	3855900	15276000	161390	13479000	2297600	1076600	676020	926860	336270	324270	162820
ENSG00000148358	ENST00000610997	ENSP00000483750	6343300	647890	4316500	210900	281840	708790	0	2029300	2432200	772140	524350	412450	1101600	4333200	1414400	1468300	0	13836000	1498600	2047100	12218000	495410	186470	1219400	4911200	0	10575000	769840	30980
ENSG00000148362	ENST00000371620	ENSP00000360682	39336000	17065000	111180000	51486000	167640000	42342000	42431000	51295000	36535000	72999000	47809000	21624000	40076000	62809000	224240000	68178000	98168000	147480000	13876000	93515000	23572000	116490000	30790000	128310000	28511000	43096000	59299000	2.27e+08	25661000
ENSG00000148384	ENST00000371712	ENSP00000360777	156720	0	3438800	22313	120930	161210	0	8742600	138200	105510	0	464700	0	70918	0	0	42870	0	49797	940820	8654700	0	0	0	30344	2015000	125380	0	0
ENSG00000148396	ENST00000290037	ENSP00000290037	23123000	5667100	40006000	12514000	69264000	16565000	25768000	13295000	6449100	40290000	19772000	15377000	47654000	53294000	21349000	26430000	66542000	33600000	15829000	27233000	60036000	39483000	10537000	24773000	29007000	33814000	42911000	42123000	9847700
ENSG00000148396	ENST00000313050	ENSP00000325827	99653	0	774350	0	673120	407780	0	134810	0	638810	0	336540	0	130160	0	0	640480	893230	63835	337840	0	0	0	0	77065	454650	451290	0	0
ENSG00000148399	ENST00000277540	ENSP00000277540	2562400	37181	2991400	944300	3346300	1327100	651800	2482600	0	2729100	18249000	0	2973300	2675700	1195900	0	0	942630	323810	436380	820120	804990	385990	217860	145540	7667900	1351800	869370	317100
ENSG00000148400	ENST00000277541	ENSP00000277541	2010300	1237200	18533000	955240	1294300	555330	1786200	864710	2988100	823070	3473100	455200	804580	3197100	424420	759060	960710	2870100	77218	1412400	476150	1395300	705740	2442900	906380	574480	124230	1209900	715390
ENSG00000148408	ENST00000277551	ENSP00000277551	2951700	1394500	6098600	1516200	3524700	386910	4866100	236160	1003800	623350	539780	1590300	134930	965390	642710	32769	112760	1144500	29728	2160600	1272.4	2705000	268350	1488200	645390	2098400	390880	0	739430
ENSG00000148411	ENST00000371753	ENSP00000360818	422790	219700	7791200	172870	2578700	2768400	683510	592390	0	444310	917840	78949	164850	85944	142890	143370	565130	0	508510	1720800	89918	607940	283750	267250	141870	1841600	297320	0	63976
ENSG00000148426	ENST00000277570	ENSP00000277570	0	6166900	6159100	712560	3229400	0	0	665410	0	2152000	5665400	0	2795800	7433000	0	0	0	2212600	772470	0	0	0	0	3165000	0	0	953880	5093500	0
ENSG00000148429	ENST00000609104	ENSP00000476462	4172200	268170	3641300	3724900	14812000	7490000	3273000	8326700	1419300	7850900	2526000	1291300	6549600	3097500	1467400	4556200	1233700	24722000	1921900	5010500	6822900	5466800	2213300	7378100	5393700	7082300	1494100	3195600	839990
ENSG00000148444	ENST00000376836	ENSP00000366032	19916000	25491000	50743000	16639000	87536000	26348000	32858000	19885000	22355000	22070000	45089000	23745000	19219000	28791000	13941000	66249000	27342000	68499000	8060400	26555000	28792000	42455000	12904000	13472000	10248000	44009000	22336000	10508000	1775600
ENSG00000148450	ENST00000376510	ENSP00000365693	22304000	2485000	247910000	19396000	106760000	62375000	43298000	22673000	38938000	17704000	630490000	125970000	189020000	14696000	17413000	14389000	4190200	24077000	10023000	49257000	37400000	108660000	14827000	14464000	9143800	12813000	275200000	7637100	3158700
ENSG00000148459	ENST00000376215	ENSP00000365388	0	0	0	0	2034900	0	0	0	0	0	0	1756300	162060	0	0	131300	0	1117200	153910	0	76011	3191500	0	0	32057	0	321060	0	0
ENSG00000148468	ENST00000378116	ENSP00000367356	77743	374840	78071000	3313100	10359000	4820500	641170	3355700	1796200	3692600	1686300	4426100	1545700	30778000	4351300	999260	4242000	667160	1270500	3620800	2085500	7501200	2651700	2844700	3240100	2518100	78128	522360	348930
ENSG00000148481	ENST00000277632	ENSP00000277632	6189900	333960	18217000	762100	11366000	4755400	2078500	2645000	5493400	5303800	2466400	1756500	2906300	3465700	2158800	4575100	2740000	12481000	1632500	19328000	3245700	4972300	1360700	2176400	3101600	42704000	6787200	2400800	345300
ENSG00000148482	ENST00000539911	ENSP00000440445	0	0	8672200	214490	0	23066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789420	0	0	0	0	0	0
ENSG00000148483	ENST00000377495	ENSP00000366715	0	0	0	0	5659000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1442000	0	0	0	0	0	0	0
ENSG00000148484	ENST00000377921	ENSP00000367154	424050000	93746000	204360000	270420000	2510400000	1111500000	2140900000	2.54e+08	460020000	1344500000	894780000	323200000	374270000	266730000	390590000	243170000	428610000	807410000	414860000	2294700000	280470000	345550000	1431800000	668780000	317600000	539530000	111290000	165760000	77847000
ENSG00000148498	ENST00000374788	ENSP00000363920	59033	0	294450	0	0	0	0	49986	0	0	0	0	0	365590	0	0	0	0	46602	0	139250	0	322270	0	65495	181500	0	0	0
ENSG00000148498	ENST00000545693	ENSP00000443147	3552700	255320	10301000	14879000	30938000	8283100	5014100	7579000	8460500	5739800	3816700	4753000	13151000	9554700	868580	15752000	8127200	14261000	1503900	28440000	3681200	7921700	5864200	1802500	2570900	8904000	3685000	5192600	1591400
ENSG00000148516	ENST00000542815	ENSP00000444891	283490	66410	10943000	337580	1390200	29157000	1443100	1971900	0	0	697550	0	206240	1144000	593800	245760	0	362400	123520	1128800	3199.8	0	1886900	140070	91714	772090	114600	316370	0
ENSG00000148541	ENST00000621119	ENSP00000484625	103940	83911	1689000	0	13560000	284270	0	513350	149660	0	0	0	207120	493170	0	0	0	0	0	0	0	0	67823000	44295000	28155	413980	0	0	0
ENSG00000148572	ENST00000611479	ENSP00000478749	1014000	1845500	3902800	4357900	24824000	830800	9975700	59519	2793900	4209200	1395000	268970	13002000	17554000	4309000	612510	3687700	7841700	219980	1618600	206110	3266700	49110	6053000	1684700	17285000	3001800	13790000	927390
ENSG00000148584	ENST00000373993	ENSP00000363105	5567200	0	335540	8325500	156700000	197540	2392300	4598600	2241700	15110000	9647900	38099000	769720000	6702300	1335800	0	49121000	12899000	1753500	15574000	21284000	77648000	1277900	3702400	7482900	659870	11862000	2354000	220710
ENSG00000148604	ENST00000359452	ENSP00000352427	0	0	715400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148606	ENST00000372371	ENSP00000361446	6225500	237930	6217300	869290	6684300	1776600	2210300	2747600	1153900	10465000	1700000	2104800	2070400	4958100	2136400	3121600	7755500	3e+06	736960	4125700	2373200	7048900	1604100	2279500	6068500	2975900	1585800	2935700	1035500
ENSG00000148634	ENST00000373700	ENSP00000362804	21708000	2854500	69292000	7286100	78702000	25107000	26526000	13726000	13803000	45419000	54595000	10907000	27627000	19129000	34008000	75949000	100440000	55892000	9625000	34019000	24636000	30852000	17825000	22864000	11952000	72701000	17359000	28246000	11095000
ENSG00000148655	ENST00000611255	ENSP00000480240	29096000	997100	20644000	457410	5925700	6255000	7446200	422950	2573700	924840	0	6066300	408690000	21986000	156960	0	1440000	12272000	436950	2502500	4347000	5270300	1360800	3693400	2038500	725530	3818300	2458500	1699400
ENSG00000148660	ENST00000322635	ENSP00000315599	0	0	9121100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148660	ENST00000322680	ENSP00000319060	0	0	12241000	543570	1165800	850660	0	408740	0	0	0	0	0	0	0	0	0	0	0	2083500	0	2567100	945060	0	0	0	0	0	0
ENSG00000148660	ENST00000372765	ENSP00000361851	26552000	11500000	596910000	14536000	255710000	74601000	151180000	8680500	12411000	51540000	28501000	17696000	20727000	18804000	50306000	30640000	12253000	111390000	11434000	225720000	21122000	98531000	112800000	20787000	28089000	17204000	5387100	20886000	7092700
ENSG00000148660	ENST00000394762	ENSP00000378243	0	0	15481000	233120	8584300	2226300	4510600	0	0	1823500	0	1287400	0	307440	2174800	3099500	0	3767200	165200	15023000	0	2591600	2041600	908930	226950	2015400	0	1249900	258400
ENSG00000148671	ENST00000561504	ENSP00000475582	560360000	199130000	1632700000	515970000	7348300000	824220000	542670000	769570000	1231700000	867780000	315240000	1272600000	963410000	153740000	473870000	360750000	567330000	103340000	396040000	622210000	978550000	2621900000	597370000	872030000	521020000	419490000	144130000	578090000	763970000
ENSG00000148672	ENST00000277865	ENSP00000277865	1190800000	91308000	2.2299e+10	476780000	3710400000	565880000	903510000	672610000	611620000	853410000	4356300000	4260900000	1.0756e+10	1049500000	825830000	1123900000	1948500000	1.524e+09	371490000	1236300000	1001400000	1593900000	358620000	854450000	382470000	1322100000	1565900000	999390000	339850000
ENSG00000148677	ENST00000371697	ENSP00000360762	0	246770	2217300	398680	14650000	556160	34168000	597560	3329800	38415	5145900000	2110800	1156900	504070	1056100	1533400	2942100	2382000	1028600	1887800	0	4594000	4844900	450560	677350	4560600	1774000	777200	142300
ENSG00000148688	ENST00000371703	ENSP00000360768	39818000	2172100	56562000	17506000	164910000	43092000	47959000	31184000	11330000	84398000	10437000	23469000	38245000	104800000	34054000	52770000	27572000	36413000	7905800	38167000	19958000	56416000	10926000	20594000	11056000	51337000	25338000	34739000	13329000
ENSG00000148690	ENST00000359204	ENSP00000360488	854730	51927	2993200	1397100	15504000	9141300	1499800	4574600	0	2317600	0	144290000	2460300	8030900	2065200	11245000	14679000	1255600	281500	898850	4402300	10536000	2487800	1064700	831200	4593300	4349800	2912500	4150700
ENSG00000148700	ENST00000360162	ENSP00000353286	148310000	24066000	2920400000	223310000	827240000	128600000	176470000	229220000	602310000	422230000	211730000	266400000	58978000	91685000	185020000	307440000	376590000	613570000	39311000	331320000	109230000	859010000	54237000	127870000	325570000	494300000	84612000	167450000	44619000
ENSG00000148700	ENST00000356080	ENSP00000348381	0	0	2050800	116340	854300	0	252400	3320300	876360	2855400	0	1605000	0	0	627360	2503400	45620000	0	0	3255000	1391600	888080	0	159380	2698500	0	178920	89591	0
ENSG00000148702	ENST00000542051	ENSP00000443283	174450000	26652000	22587000	29889000	81908000	62138000	141980000	24540000	411060000	195370000	116100000	96794000	65383000	126170000	22018000	33241000	9859700	238040000	27229000	53765000	31181000	84333000	92671000	12041000	78842000	155460000	24701000	52098000	39053000
ENSG00000148719	ENST00000444643	ENSP00000403313	26461000	3134700	49297000	11831000	66552000	17755000	21537000	18863000	19184000	7152400	55860000	13522000	28126000	64240000	23261000	10035000	76364000	47833000	1828100	10580000	53268000	47839000	4494400	591460000	8994100	24566000	22922000	7259800	4766000
ENSG00000148730	ENST00000373218	ENSP00000362314	61931000	3195700	359320000	24863000	396190000	56907000	61613000	16765000	65183000	74604000	37361000	83452000	76711000	20274000	195910000	69187000	35605000	114710000	4739900	61626000	92247000	60347000	23181000	74853000	21223000	113140000	40615000	32738000	9643700
ENSG00000148735	ENST00000369310	ENSP00000358316	0	1280000	0	32634	98945000	63120000	12143000	17801000	131780	56041000	4078600	11269000	4446500	1785200	0	129190000	6794200	17027000	6559300	26293000	26138000	62755000	8014700	82113000	759620	389150	0	16759000	6374600
ENSG00000148737	ENST00000536810	ENSP00000446238	0	0	238800	56000	1524000	0	0	105260	0	0	0	0	7991100	297090	0	0	0	0	0	0	0	0	31163	0	0	0	0	0	0
ENSG00000148773	ENST00000617118	ENSP00000479215	199550	982960	397760	3761400	6423300	1032500	2426000	229500	329400	366930	3106800	343410	1609800	12717000	1748800	1234900	2156100	541820	42878	1033700	193420	3458700	54520	368150	644780	2165300	364690	14779000	141300
ENSG00000148795	ENST00000369887	ENSP00000358903	8416300000	462530	5219000	1414400	12932000	3081500	4329700	1309300	3525900	3715300	24272000	28197000	1005000	7491800	8145500	5319800	2554800	461750	576740	20300000	7710800	2732300	792790	4101600	2480600	551190000	3377300	238860	757450
ENSG00000148798	ENST00000369849	ENSP00000358865	422620000	8368400	7356500000	7767000	39343000	2619100	7335900	3227200	6175600	12877000	10529000	913420	2274300	2253800	1923400	1960400	12835000	4520600	1463400	100780000	23131000	6344200	1504000	294780	17342000	14358000	35222	680650	2944500
ENSG00000148803	ENST00000278025	ENSP00000278025	0	774200	2681000	3965600	63102000	1071500	510510	854320	1603000	3920100	0	98989000	734200000	3774000	0	0	0	2513300	204850	0	36308000	56653000	570580	5981700	0	1471300	0	1051400	176370
ENSG00000148824	ENST00000477902	ENSP00000475596	20230000	156570	10573000	9545000	65058000	11445000	9299500	14858000	1242100	2781000	28144000	22589000	9404400	21453000	4121200	5705200	0	3611200	4398300	9417400	6967700	31884000	3541700	1735900	6435500	9034900	21588000	6204600	1350500
ENSG00000148832	ENST00000278060	ENSP00000278060	197990	0	0	139020	2112600	84660	0	237710	374570	0	758490	292750	3522900	516930	1733700	0	0	0	0	0	0	725750	38918	343810	0	902810	0	0	0
ENSG00000148834	ENST00000369713	ENSP00000358727	249980000	48321000	319040000	206380000	506950000	115190000	201730000	117830000	103880000	238440000	651700000	180520000	315880000	381080000	239780000	34936000	344380000	153710000	41410	219100000	1.88e+08	410130000	55085000	347990000	112010000	133890000	209280000	267260000	52909000
ENSG00000148834	ENST00000445155	ENSP00000406708	1540200000	98168000	2532800000	259080000	3945100000	756250000	926890000	498970000	438950000	1036500000	4348300000	1689200000	6938600000	2017600000	607880000	496420000	251440000	3024100000	417100000	739020000	1328600000	2585400000	694130000	922970000	994810000	263140000	1499600000	865930000	282560000
ENSG00000148835	ENST00000369839	ENSP00000358854	32425000	876870	9366500	2560700	5642600	4030700	1390500	5188600	3597200	1979200	6149900	1149200	212010000	6711500	8733000	4217600	7549500	230530000	767000	2032400	995370	6617300	2545700	4996000	7588100	8575800	1927800	7610800	1421200
ENSG00000148841	ENST00000358187	ENSP00000350915	4174100	492550	2369400	1162400	5792800	6674000	2966300	8197000	6431700	3520900	7417100	3929600	1814900	12552000	6623700	1547000	1463000	15161000	680910	823930	4524400	2757700	7159300	3603400	1121700	2054900	5331800	16382000	659540
ENSG00000148842	ENST00000433628	ENSP00000392875	1073100	4890.5	6655200	1457100	630490	1269000	138390	1068300	52885	33556000	340350	1065000	93547	577530	0	19151000	891160	4154500	59015	2031200	961970	1079900	671280	757580	9380.3	938860	1297400	1849100	27637
ENSG00000148843	ENST00000369797	ENSP00000358812	6525000	2264700	8618700	7609900	60539000	11655000	9194400	11245000	3484400	11297000	2558300	3045300	8889000	63269000	12685000	13732000	10149000	9016600	5504400	10663000	6679500	31036000	2765500	6400100	3103900	20832000	12047000	16602000	3507900
ENSG00000148848	ENST00000368676	ENSP00000357665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626760	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148848	ENST00000368679	ENSP00000357668	677290	0	63714	0	4072500	500700	151460	0	0	2991100	645790	0	0	1574100	184070	636120	48399	283460000	16155	988290	0	1841000	118130	0	0	4282100	417310	0	458170
ENSG00000148908	ENST00000369103	ENSP00000358099	50187000	11175000	614580000	34126000	143060000	37997000	37951000	38969000	60494000	53969000	10936000	7180100	14630000	77309000	308420000	76177000	21394000	128060000	8207900	139900000	39666000	162870000	25445000	124360000	26897000	38880000	2585000	433340000	12279000
ENSG00000148908	ENST00000392865	ENSP00000376605	6909100	2596900	12276000	15753000	0	1604900	3210000	6025000	6224400	11446000	0	842840	0	16261000	9573000	20275000	0	8117400	0	5090900	0	5885300	4390100	292090	929060	0	0	0	0
ENSG00000148925	ENST00000528120	ENSP00000435257	0	0	0	0	0	0	0	0	0	0	720340	0	0	127000	0	0	0	0	0	0	0	0	0	0	0	0	0	173690	0
ENSG00000148926	ENST00000534464	ENSP00000431438	3564900	0	0	0	0	0	0	0	0	0	0	0	0	1196400	0	0	0	5899200	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148935	ENST00000454584	ENSP00000401145	79142	0	571670	25314	11814000	0	78533	0	0	259790	6092700	273560	63772000	0	2763800	1564500	12633000	0	28766	0	686160	2810800	38987	0	402560	1420600	0	50201	0
ENSG00000148942	ENST00000396005	ENSP00000379326	229170	0	11713000	700980	1111600	999780	5437700	1743500	0	20984000	0	219680000	0	0	0	611190	12410000	0	0	0	0	25551000	0	0	378630	630200	669540	0	0
ENSG00000148943	ENST00000278193	ENSP00000278193	208500000	15690000	2327100000	243670000	621320000	106560000	188170000	356110000	44909000	542450000	160120000	580780000	219100000	376760000	54548000	111800000	260190000	400640000	155010000	211910000	438490000	579770000	193130000	39696000	1.35e+08	110940000	216800000	130730000	37357000
ENSG00000148950	ENST00000532287	ENSP00000435576	768300	0	0	1300300	0	225750	671240	185290	0	0	0	0	21218000	0	0	841650	0	0	77617	635860	442510	2210700	0	1635300	520500	2765300	2850800	0	0
ENSG00000149016	ENST00000476907	ENSP00000419607	791050	472560	2548800	1307900	1037500	1715600	2268300	4085100	44436000	425300	5116500	745650	989380	6060200	4902700	2032100	2561900	3564800	581840	4220500	2570100	3062200	208360	1843300	2293500	2864600	1585100	2706500	17850000
ENSG00000149021	ENST00000534397	ENSP00000432866	0	0	0	58267	0	0	0	0	0	0	0	0	1033200	109640000	0	0	0	0	0	0	0	0	972550	0	0	0	0	1391100	0
ENSG00000149084	ENST00000278353	ENSP00000278353	556110000	45224000	1258700000	178080000	519360000	90799000	250500000	148440000	456740000	368620000	368070000	347440000	697380000	710170000	123720000	163260000	1118200000	268460000	103410000	249530000	364050000	418670000	94903000	241170000	171840000	243940000	299800000	266520000	72588000
ENSG00000149089	ENST00000395787	ENSP00000379133	38454000	8014600	44395000	10402000	48604000	28092000	8141800	117880000	36870000	50968000	16596000	43999000	47906000	44953000	34705000	29401000	101060000	39595000	10654000	84387000	54210000	34379000	22415000	11874000	13562000	57500000	28970000	33095000	8025800
ENSG00000149090	ENST00000619888	ENSP00000483703	7359200	21259	1381700	1285600	5341700	5470800	486150	4632000	2225900	6964200	4981300	96267	0	572620	0	0	3624900	4612000	818240	0	362560	942730	3162200	0	359970	0	0	0	895850
ENSG00000149091	ENST00000343674	ENSP00000343065	1267000	391990	35128000	939270	27361000	983630	525320	2342900	2819400	3923300	3552300	1760600	1120400	5847800	14588000	15490000	3141800	11760000	1489300	5484300	21270000	6788400	1099500	2401100	466460	942510	339510	13352000	724730
ENSG00000149100	ENST00000531120	ENSP00000436049	153280000	2915700	410300000	39030000	382070000	76570000	103900000	89496000	89143000	84278000	184280000	105130000	249240000	279240000	133460000	62518000	104760000	334110000	21209000	114830000	333200000	118790000	29967000	93744000	34955000	124130000	263010000	188510000	19650000
ENSG00000149115	ENST00000532437	ENSP00000437271	51610000	7386700	79169000	52503000	131310000	62397000	76538000	35995000	67295000	102110000	22521000	21746000	98168000	72795000	21372000	139990000	53136000	113140000	14112000	63319000	107940000	106450000	42789000	72519000	65418000	67563000	32470000	53720000	16754000
ENSG00000149124	ENST00000611865	ENSP00000484592	4160200	3365700	6672500	939500	186650000	31511000	22554000	124430	144280000	9731500	2772600	3896600000	3219100000	482400	10028000	4113400	15271000	2392700	2380900	11341000	1757500	935600	1045600	1226600	55774000	17246000	255680	630490	682810
