EnsemblGeneID	EnsemblTranscriptID	EnsemblProteinID	Adrenal_iBAQ	Appendices_iBAQ	Brain_iBAQ	Colon_iBAQ	Duodenum_iBAQ	Endometrium_iBAQ	Esophagus_iBAQ	Fallopiantube_iBAQ	Fat_iBAQ	Gallbladder_iBAQ	Heart_iBAQ	Kidney_iBAQ	Liver_iBAQ	Lung_iBAQ	Lymphnode_iBAQ	Ovary_iBAQ	Pancreas_iBAQ	Placenta_iBAQ	Prostate_iBAQ	Rectum_iBAQ	Salivarygland_iBAQ	Smallintestine_iBAQ	Smoothmuscle_iBAQ	Spleen_iBAQ	Stomach_iBAQ	Testis_iBAQ	Thyroid_iBAQ	Tonsil_iBAQ	Urinarybladder_iBAQ
ENSG00000000003	ENST00000614008	ENSP00000482894	8260900	67666	17739000	9354400	1.93e+08	2810000	0	25651000	0	25123000	0	20821000	61739000	11116000	3099800	606640	0	12509000	88232000	6871200	538040000	22607000	898530	0	17239000	106750000	31750000	0	5501000
ENSG00000000419	ENST00000371588	ENSP00000360644	131600000	4719200	103870000	32783000	309230000	74674000	84736000	74655000	41963000	88586000	140150000	65443000	120210000	252560000	53504000	47229000	666270000	161240000	44232000	98918000	178140000	167670000	11468000	49580000	48930000	118360000	223840000	93444000	21718000
ENSG00000000457	ENST00000367771	ENSP00000356745	3367300	447890	2302800	649740	5848400	267170	1936900	726600	766220	2627500	186210	807300	5044200	5853200	554770	0	3919500	5286100	446440	2174000	12968000	4885300	37127	603420	2142000	355600	1142800	4553600	509610
ENSG00000000460	ENST00000359326	ENSP00000352276	0	0	2727000	0	154210	0	0	0	0	0	0	0	0	558040	0	358890	0	125430	0	95320	0	0	0	0	0	982280	0	43033	0
ENSG00000000938	ENST00000399173	ENSP00000382126	1862100	18386000	0	21436000	672680	60819	2837000	3832600	21608000	1964400	82669	129370	368940	16842000	6929300	1203100	2629200	2381400	1294900	25844000	116670	5613400	176800	23104000	3133500	438990	569790	33455000	6050500
ENSG00000000971	ENST00000367429	ENSP00000356399	809080000	263080000	166300000	368650000	892990000	298960000	1.665e+09	122020000	3842500000	2831500000	607240000	466870000	408970000	403890000	356380000	1.001e+09	130370000	1142500000	177990000	724980000	296180000	434080000	356830000	210490000	402180000	614450000	230290000	46063000	270190000
ENSG00000001036	ENST00000002165	ENSP00000002165	26874000	7583100	8605100	5519900	58195000	3110900	3430600	6614400	8220200	27076000	6473300	3506500	20879000	11603000	3519800	5292400	21503000	64681000	7455500	10642000	4094900	19927000	2036900	1867700	7482600	12837000	72983000	5568100	2002000
ENSG00000001084	ENST00000229416	ENSP00000229416	155270000	16213000	615630000	57790000	416720000	98242000	222110000	165510000	83139000	180960000	98287000	62442000	647210000	281730000	51281000	112660000	213360000	241520000	31370000	394620000	90308000	206480000	26821000	210720000	70876000	137350000	53106000	65506000	64901000
ENSG00000001084	ENST00000514933	ENSP00000423615	6672500	0	0	0	38058000	0	0	0	0	0	0	0	0	1776600	1889000	0	0	0	2879400	0	0	0	0	0	4263200	0	0	0	910780
ENSG00000001167	ENST00000353205	ENSP00000229418	12195000	0	32590000	4892600	59428000	30287000	0	22011000	1727300	6157000	0	0	21390000	38002000	71238000	42306000	1738400	7540600	4661200	29135000	0	0	9131900	0	3017800	38449000	20997000	125810000	1312900
ENSG00000001460	ENST00000435187	ENSP00000392225	0	0	0	0	0	0	0	75908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000001461	ENST00000003912	ENSP00000003912	0	0	1081300	0	0	0	0	0	0	0	1881000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000001497	ENST00000374811	ENSP00000363944	5451600	1082900	5340400	2168900	18554000	11011000	5212900	15427000	1663700	7586500	875400	402580	5985600	22310000	12218000	13132000	5236500	34349000	1401300	4561600	3914000	10948000	1612500	6072100	1667500	29785000	5986700	14891000	1671200
ENSG00000001561	ENST00000321037	ENSP00000318066	11323000	3566600	73652000	2410000	24738000	1188600	9191800	7967600	6377300	24524000	5933000	12859000	3259300	23190000	3720400	9511900	21786000	2127700	2715500	5445900	8619700	15847000	1133100	41357000	7890600	19261000	8123300	41712000	16753000
ENSG00000001617	ENST00000434342	ENSP00000409859	5644100	0	269170	0	1107100	199110	61679	1630500	2657800	442090	409140	177370	0	1764400	0	224550	0	4904300	651190	0	0	2164800	59667	0	345360	0	1994900	252770	0
ENSG00000001626	ENST00000003084	ENSP00000003084	0	7319.8	337590	0	1186700	398890	0	990050	10914	994030	939070	40295	17704	24475	0	115980	32714000	0	0	26452	6888400	296570	0	593170	0	10383	1461200	145300	90954
ENSG00000001629	ENST00000265742	ENSP00000265742	4682100	297580	31197000	1079500	10560000	3648200	1219100	2310300	1141300	6057900	4632600	8610600	5394700	7107400	1045900	2111300	2745000	4199200	1645000	3306100	2570300	23750000	1246500	3099700	3734200	8664400	1160300	1537500	982140
ENSG00000001630	ENST00000003100	ENSP00000003100	66499000	1822700	27637000	10727000	51520000	11026000	5102600	6404800	7293000	3486900	5696000	5094800	150090000	30357000	2668500	7185500	26811000	53460000	360000	9970700	6844600	17797000	755800	6643800	7168500	59486000	10523000	26819000	36333000
ENSG00000001631	ENST00000412043	ENSP00000410909	986480	136760	7040000	621500	2887900	1469400	112540	1199200	1179200	1285100	2804800	490150	2159900	1780700	1703800	1182200	208970	2155200	84021	1327200	537110	648970	796120	1720200	1495200	5319100	1358900	2458400	200310
ENSG00000002330	ENST00000394532	ENSP00000378040	23686000	4899400	36066000	25094000	18680000	11720000	32823000	50099000	7534000	46028000	82504000	30397000	31747000	46739000	13077000	3777700	12357000	46150000	829090	18249000	24754000	38856000	6771800	505720	15522000	24626000	38627000	32122000	151570
ENSG00000002549	ENST00000606142	ENSP00000476028	986630000	155220000	1.558e+09	351900000	3140800000	447100000	1386500000	487260000	992430000	1.358e+09	980910000	807810000	1086200000	2059600000	1307900000	1113400000	460600000	804010000	39382000	732130000	556950000	1060100000	230760000	1168800000	254110000	1082900000	402930000	1259600000	238860000
ENSG00000002586	ENST00000381192	ENSP00000370588	53261000	132490000	494260000	568720000	346490000	529560000	552530000	840090000	331820000	383840000	487920000	19856000	619960000	175110000	692110000	527980000	1138700000	468660000	76651000	941030000	181510000	1097100000	226670000	96688000	281150000	1270300000	20051000	434450000	82983000
ENSG00000002586	ENST00000449611	ENSP00000405544	0	0	0	0	0	1352100	0	0	0	0	0	0	0	0	0	27782000	0	0	0	0	0	0	0	0	0	0	0	781340	0
ENSG00000002586	ENST00000624481	ENSP00000485427	1920300	1153200	19205000	11487000	4016600	32979000	26870000	43862000	21692000	10009000	11912000	0	28723000	4127200	27441000	36971000	41812000	17829000	0	52626000	4999800	53760000	5044400	1329200	12927000	140280000	180000	5751700	1328600
ENSG00000002726	ENST00000493429	ENSP00000418614	0	1244100	2649800	56757000	364270000	472530	1952800	836980	153860	7669000	1647300	836220000	1570300	1846800	3357400	2234000	2300200	1578200000	1882700	68722000	30795000	245240000	1390000	2352300	12766000	598000	1940200	1768900	1519700
ENSG00000002746	ENST00000453890	ENSP00000407774	479350	37865	9133300	48114	226930	0	556690	0	0	302110	0	179730	0	0	165450	0	0	0	95065	85949	68752	72708	42455	85812	165320	0	0	0	0
ENSG00000002822	ENST00000406869	ENSP00000385334	6225400	5028500	12960000	22810000	32761000	18539000	7954900	19615000	2607900	15674000	7291200	4014700	5821600	101690000	13798000	23283000	5843900	53142000	67064000	10206000	7057400	19275000	88109000	6617300	5271500	20432000	3551000	19655000	4940200
ENSG00000002834	ENST00000435347	ENSP00000392853	637890000	258780000	3212800000	817050000	2531300000	969150000	1292300000	753250000	618460000	1671400000	443730000	636390000	730010000	1289400000	1598400000	829530000	719260000	1387900000	72958000	1026200000	505570000	3872300000	1362200000	1395800000	1302400000	383480000	239440000	1925600000	341840000
ENSG00000002919	ENST00000582104	ENSP00000463948	2726200	753190	10134000	749150	3112200	2216200	6507100	184530	291630	6323900	1605000	2175600	35501000	4328300	5846100	4453800	3148700	26233000	0	7376800	2350200	2249100	921970	1680300	361390	13837000	7093300	15329000	392100
ENSG00000003056	ENST00000000412	ENSP00000000412	38149000	56723000	79235000	40382000	227050000	56869000	16958000	20176000	46640000	68794000	23032000	27978000	79951000	92090000	91795000	72708000	37524000	56800000	5961000	49886000	21218000	93661000	14701000	133850000	33813000	164490000	43126000	46142000	20574000
ENSG00000003096	ENST00000541812	ENSP00000444450	0	53523	602380	0	1220000	1726100	787680	4498.7	0	301880	289560	289920	0	334040	0	0	0	0	85305	0	17016	250210	110430	0	69778	531430	179280	0	173570
ENSG00000003147	ENST00000406470	ENSP00000385651	2647500	439250	18423000	1937900	46415000	1756100	3632500	3234400	1964600	7069900	23325000	3168600	4691200	2066800	0	792080	46084000	4857800	7120200	7169800	17569000	144400000	0	1107700	6703100	2912400	571350	216990	1698300
ENSG00000003249	ENST00000568838	ENSP00000457625	3377900	0	7327400	12808000	2100600	9242100	3434500	0	0	7163700	0	0	0	2501600	2904300	4996900	0	0	0	0	78141	0	0	0	184560	0	0	68996000	1289700
ENSG00000003393	ENST00000264276	ENSP00000264276	280560	257340	11428000	416530	2381800	324830	857320	849120	68902	976770	7684600	596090	1837100	998170	60042	414480	629940	822170	161620	312140	139700	2859700	104960	230590	419720	1966300	316130	3677500	118970
ENSG00000003400	ENST00000286186	ENSP00000286186	11203000	561990	2166400	2189600	80680000	1048200	3774000	3483500	7662200	8885200	2128300	512270	15475000	17096000	10867000	4337300	9341200	10405000	221510	23402000	1880800	40653000	192200	14506000	3794700	1623100	2595900	14115000	2719900
ENSG00000003402	ENST00000457277	ENSP00000411535	30519	0	0	2082300	5383300	121230	468040	231170	60758	500680	540390	0	50890	205430	176940	135370	0	0	221840	404150	304990	389390	33636	120660	26348	102140	0	963320	132690
ENSG00000003436	ENST00000392365	ENSP00000376172	3887500	433210	0	2081100	30993000	1780700	9396700	2534300	3092000	30209000	0	6763400	26783000	13494000	2134200	5642900	0	173440000	207240	11828000	1473300	15406000	3057900	7234300	2716600	3378100	126320	816530	1192800
ENSG00000003509	ENST00000002125	ENSP00000002125	7859400	192270	17088000	3360400	26119000	6271900	10776000	2492700	2176000	20686000	68225000	9753700	22311000	19642000	3026400	4539800	5491600	5139100	699820	35205000	3539300	12238000	2863300	2344100	1371200	10020000	15090000	1603500	955710
ENSG00000003756	ENST00000347869	ENSP00000343054	3469300	1194200	7242400	4036200	52962000	8638800	3676900	8957700	1044600	6091800	2287400	839020	12970000	12568000	14414000	23416000	17682000	12888000	1683100	11433000	2135400	23363000	2633500	4555100	3106200	25250000	5054300	20571000	4051300
ENSG00000003987	ENST00000180173	ENSP00000180173	214390	0	16881000	0	0	131850	0	17463	0	13494000	0	0	858830	0	658780	296250	0	0	4956200	183940	0	0	0	306820	9989.8	423120	137200	42133	619370
ENSG00000003989	ENST00000522656	ENSP00000430464	89806	699830	4468000	31035	755410	91139	432950	3358900	77282	29825	71885	0	2532500	332340	79056	0	785390	8194100	762940	618200	1883600	114640	0	0	1320900	1897600	255470	799270	8528.8
ENSG00000004059	ENST00000000233	ENSP00000000233	112020000	64011000	6.83e+08	219420000	602400000	148620000	129270000	237980000	64404000	143680000	64439000	113500000	204500000	614070000	130690000	207670000	43988000	113410000	9097300	163620000	66863000	552040000	47399000	71733000	193380000	127840000	116010000	265840000	58634000
ENSG00000004139	ENST00000585482	ENSP00000468032	19045000	1511200	127390000	4028100	14269000	30796000	31599000	4902400	1872900	22772000	20155000	6259800	3105200	20213000	7085600	6884700	10534000	5855600	3785500	20106000	1763000	25160000	17423000	1352300	4900700	15758000	1724400	5007000	970190
ENSG00000004142	ENST00000540200	ENSP00000475924	68147000	4002400	72244000	19644000	112740000	25219000	20611000	15114000	12381000	19068000	167250000	148110000	127980000	69228000	13023000	27265000	86579000	14633000	5689600	37306000	25526000	55048000	20184000	10649000	10614000	44275000	150730000	38777000	10839000
ENSG00000004399	ENST00000324093	ENSP00000317128	3191800	722670	9979400	1348000	6398800	2578200	7022300	17386000	7197100	6848800	9031700	508260	57323000	1167300	2543100	3235000	3605700	10449000	1007600	3342500	10376000	2527500	1470300	918810	661240	6625000	1671200	2547100	793250
ENSG00000004455	ENST00000467905	ENSP00000447082	961500000	54882000	511670000	389740000	3.579e+09	343980000	394080000	475520000	449590000	458020000	4478700000	2706100000	2838800000	422600000	625250000	451270000	628990000	1399700000	65840000	1050700000	786890000	1666700000	204280000	306390000	412880000	877240000	2815600000	1097700000	149880000
ENSG00000004468	ENST00000226279	ENSP00000226279	30482000	9716400	2.002e+09	24490000	210800000	2001600	62195000	17882000	5975600	34642000	3935900	1681900	4640700	423340000	44780000	7456500	0	9504500	27790000	17830000	37733000	158770000	485290	75844000	13771000	1347800	2573100	135950000	17136000
ENSG00000004478	ENST00000001008	ENSP00000001008	233630000	65345000	1108100000	317540000	1054600000	576790000	3.18e+08	420190000	145360000	397060000	225720000	349930000	451560000	1090600000	150430000	298370000	208610000	576530000	147970000	437420000	279480000	601670000	125250000	129620000	169160000	884840000	278170000	280690000	110420000
ENSG00000004487	ENST00000356634	ENSP00000349049	865790000	3082300	164730000	307800000	2517600000	33931000	146600000	225390000	4152900	12520000	14373000	55952000	770710000	476560000	26741000	51446000	25893000	82207000	291500000	16825000	13499000	209230000	8466600	677420000	9016000	76901000	22718000	30125000	15850000
ENSG00000004534	ENST00000266022	ENSP00000266022	4271700	2372400	27632000	21767000	14038000	5364500	12792000	5711500	1632800	11150000	3235200	1327400	6355800	19006000	8584700	8150300	19319000	3951600	1218400	8224400	2542200	22213000	1507900	9620700	2811600	6209200	3680300	15267000	3309600
ENSG00000004660	ENST00000348335	ENSP00000323118	4417500	419290	137200000	364780	1135800	3782900	766260	1018900	675530	3041700	0	402650	105710	1231600	529290	0	221360	51575	203810	0	13525000	778760	4219700	800010	254940	17216000	606050	2067000	1227800
ENSG00000004700	ENST00000444129	ENSP00000416739	82641000	18235000	111380000	33524000	191220000	145340000	61838000	95252000	96084000	165320000	82214000	40179000	70924000	223710000	240470000	135210000	58390000	120930000	14697000	69471000	47948000	103140000	67851000	126400000	26653000	89490000	38082000	211290000	31745000
ENSG00000004766	ENST00000305866	ENSP00000307666	11285000	1133800	64631000	7955400	51917000	8709000	15941000	9906300	8429100	10194000	14437000	9410100	11218000	16168000	33213000	5905400	7794800	24854000	2729800	14776000	25620000	22398000	3530000	11415000	8327500	22780000	7667500	9267000	3796100
ENSG00000004776	ENST00000592984	ENSP00000468057	2505900000	1940100000	624380000	1784100000	1.2621e+10	6238500000	1.0761e+10	2981500000	4279200000	6693600000	2.5614e+10	349400000	204270000	577270000	1904900000	757050000	2853300000	1390900000	325830000	9.864e+09	410070000	1606700000	4848300000	255530000	2783800000	735690000	38939000	456920000	798660000
ENSG00000004779	ENST00000570319	ENSP00000458770	1255800000	31422000	2751400000	526500000	2.095e+09	294950000	505120000	395360000	68076000	473820000	1.1704e+10	1376900000	848600000	847320000	39909000	113270000	1244600000	667950000	52042000	373200000	391120000	1.751e+09	155040000	371660000	154180000	298830000	645890000	387090000	224090000
ENSG00000004799	ENST00000005178	ENSP00000005178	13795000	227440	2102900	4108300	19030000	0	288740	1227100	21318000	7382000	1121600	2775900	13579000	4117000	109730	238040	9390700	6792300	302660	15182000	2051100	52221000	453110	1342500	2473400	277750	14829000	139330	53926
ENSG00000004838	ENST00000231749	ENSP00000231749	71857	0	0	0	17015000	65793	823700	47715000	300900	0	0	0	0	3183900	103740	0	0	0	29229	0	0	1565200	0	0	1523700	15942000	2417400	0	0
ENSG00000004848	ENST00000379044	ENSP00000368332	0	0	0	0	0	0	0	458420	0	0	0	0	0	0	0	0	0	0	0	0	0	1575000	0	0	161870	7668200	0	0	0
ENSG00000004864	ENST00000265631	ENSP00000265631	188440000	3072800	170510000	102310000	578480000	40395000	43045000	95748000	31865000	105260000	503200000	425560000	2176100000	169610000	26858000	53389000	2.62e+08	241530000	22877000	97534000	198210000	213810000	18538000	84671000	73307000	221200000	478610000	44190000	13782000
ENSG00000004866	ENST00000432298	ENSP00000411118	4342900	220870	4441100	0	8102900	1263300	3699800	671670	0	10585000	3588900	0	4007400	2608100	2872800	159670	8537900	2558700	186970	699170	18119000	919560	669780	1389200	981630	754960	1456500	112940	178160
ENSG00000004897	ENST00000066544	ENSP00000066544	2735700	171200	5456100	1450100	6813500	5810400	11933000	2887200	2149800	2389600	1508200	12306000	1993900	10988000	2850300	7041000	2389300	9538400	858420	16653000	3014600	6382600	1094500	2540800	1016900	8067400	3017600	6144900	597620
ENSG00000004939	ENST00000262418	ENSP00000262418	2348700000	168610000	606610000	326450000	534620000	205610000	252150000	290970000	1.094e+09	656460000	138640000	196610000	443910000	325100000	603360000	582340000	541220000	2.89e+09	94884000	2541300000	1832700000	96710000	92797000	1139100000	167100000	36508000	152920000	188810000	254100000
ENSG00000004961	ENST00000380763	ENSP00000370140	16680000	4158900	17938000	25807000	75754000	10869000	11492000	17498000	7210600	4037100	285660000	22812000	31217000	50313000	14838000	18936000	27246000	24271000	3478800	11748000	26021000	140780000	5557900	17041000	19010000	23651000	72624000	17066000	8985300
ENSG00000004975	ENST00000005340	ENSP00000005340	6351800	202200	8417600	2050600	23576000	23666000	11554000	10229000	1129800	15016000	5914900	423420	22936000	5507900	5955200	23047000	4302000	8386500	2403800	14758000	2393100	3671500	6313900	1755500	2400900	8446100	1329700	10003000	596770
ENSG00000005007	ENST00000599848	ENSP00000470142	91974000	11734000	181410000	46069000	300380000	103400000	103590000	69048000	37641000	94434000	90684000	81560000	104490000	172990000	94007000	128360000	91418000	209210000	30406000	114610000	98278000	120520000	61754000	72756000	42649000	201290000	73111000	135270000	32099000
ENSG00000005020	ENST00000345317	ENSP00000005587	15423000	14597000	329820	1780100	33600000	1441700	14442000	3643100	18135000	11948000	450010	111500	7233700	26470000	18105000	4415100	3787900	12936000	144680	775620	1700300	9307700	451560	74815000	1601800	2281600	461500	33216000	14092000
ENSG00000005022	ENST00000317881	ENSP00000360671	1383400000	126620000	3087400000	825080000	4866800000	283160000	861920000	405110000	407390000	462580000	1.0269e+10	2623500000	1407600000	1898300000	478540000	469390000	2713300000	1828900000	155650000	1009300000	3047200000	2249200000	373280000	751300000	788270000	939180000	3150400000	1630900000	185320000
ENSG00000005059	ENST00000394650	ENSP00000378145	551220	179470	0	214380	0	1466100	0	606530	0	0	0	0	27912000	8775200	1564100	164060	0	1510900	0	0	802690	7052100	1140500	2634700	564390	0	66558	2588200	394790
ENSG00000005073	ENST00000517402	ENSP00000448962	0	0	4759000	0	0	13446000	0	0	0	0	8916400	0	4301100	0	0	0	0	879280	3292500	0	0	0	9297600	0	0	0	0	0	0
ENSG00000005075	ENST00000292614	ENSP00000292614	25744000	150770	57292000	0	25941000	3701000	9753200	8658900	1803700	5659500	22807000	4695900	9349600	99980000	1257000	0	0	169960000	16018000	0	4748100	86615000	15838000	10648000	1183400	0	41066000	56943000	428000
ENSG00000005100	ENST00000225296	ENSP00000225296	793030	0	795590	274640	5990600	382080	501850	694930	0	890550	0	217510	601060	2736000	833190	840170	508740	551600	233530	3069500	78585	3626800	11703	128130	250480	3272800	835600	482100	284620
ENSG00000005108	ENST00000423059	ENSP00000406482	680900	504860	8028700	3708000	895800	8767800	1421100	15803000	641180	2444300	2080800	10024000	91229000	1591100	436130	1454500	7760300	9110000	643880	1598700	1386900	973630	13376000	1050000	693520	651050	1456100	174370	227380
ENSG00000005156	ENST00000378526	ENSP00000367787	8318500	2555400	12932000	15488000	49216000	20301000	34870000	31583000	28812000	46608000	5738900	6561700	7340600	67399000	6583600	50764000	28590000	20416000	4013200	12105000	12863000	32628000	7878200	10297000	18254000	21663000	11199000	18510000	3792200
ENSG00000005175	ENST00000005386	ENSP00000005386	13833000	2028700	45395000	8483100	69034000	19923000	17881000	27897000	9647200	13916000	15122000	8576400	12739000	55336000	23986000	16397000	17677000	16463000	5401800	16589000	16376000	22618000	6919900	12697000	8813500	54241000	473100000	41813000	5475500
ENSG00000005187	ENST00000289416	ENSP00000289416	3860300	773690	1263700	14333000	16403000	2231300	3226200	18345000	419330	9031200	4884200	175510000	556980000	3163700	620690	561710	57257000	27851000	11154000	36142000	4276300	14975000	1921400	287510	5427100	2426100	1391400	129660	1765300
ENSG00000005189	ENST00000348433	ENSP00000261378	0	0	0	0	0	0	0	63148	0	0	0	0	97395	0	0	0	0	0	0	0	552770	0	375550	0	291240	17817000	71503	98591	0
ENSG00000005194	ENST00000394391	ENSP00000377914	32017000	3948300	154140000	40252000	204150000	53352000	34872000	28049000	11198000	49347000	157300000	42317000	54088000	141230000	30500000	47594000	6202600	143830000	9632500	40109000	18384000	126990000	15737000	241230000	18338000	123570000	27799000	131430000	23616000
ENSG00000005206	ENST00000613503	ENSP00000478298	592000	160820	913670	3507500	5242000	443350	0	19423000	723780	2191900	2446700	0	366070	795760	0	647400	609860	2179400	203000	8594600	308180	51135000	171560	0	6604000	4227900	80238	202610	0
ENSG00000005243	ENST00000621465	ENSP00000480707	19438000	1629700	536560	1942300	47824000	25218000	86677000	4430200	26800000	59124000	34011000	0	9391000	42030000	23157000	33638000	47480000	23796000	7703900	27164000	4388100	4758300	31351000	4689200	958700	36534000	14501000	7805900	2890700
ENSG00000005249	ENST00000265717	ENSP00000265717	93657000	9499400	364780000	30137000	151090000	24301000	125200000	11026000	558940000	37921000	134520000	24619000	11277000	7426200	25770000	97691000	51061000	134600000	14845000	130470000	47631000	61224000	19117000	41626000	59248000	399400000	430540	28710000	8097500
ENSG00000005302	ENST00000312196	ENSP00000312244	106140	0	1699200	371900	79942	866980	486640	503350	0	347810	79141	136330	0	863220	11997000	2013100	451500	0	0	622200	0	0	211590	0	269700	477160	163280	3475700	253090
ENSG00000005339	ENST00000262367	ENSP00000262367	1402000	139180	5932400	529060	1558400	2665100	1659300	3486100	434810	2094700	452370	487760	694480	3605600	2307100	2945500	1506500	1374900	671680	1722400	442820	3190000	1917000	2493300	475550	1859500	501830	3113500	1238100
ENSG00000005381	ENST00000225275	ENSP00000225275	48279000	201800000	2270600	13718000	47729000	2263400	1.26e+08	1505700	528660000	70198000	27488000	4303800	26228000	39253000	22117000	68912000	124830000	53573000	17575000	24370000	5624100	34376000	2048200	806790000	18959000	1942200	3289500	29311000	90406000
ENSG00000005421	ENST00000222381	ENSP00000222381	458330000	79862000	77358000	71718000	196600000	208470000	247120000	66278000	892130000	540560000	94175000	143590000	1198600000	44959000	102290000	364940000	37458000	600620000	27286000	182710000	74036000	37652000	43717000	19783000	185610000	380620000	55535000	34976000	38012000
ENSG00000005436	ENST00000321027	ENSP00000318690	1833900	1002700	0	372320	6177400	3022300	1286700	3072500	1761200	11831000	226690	2351900	3979500	4060800	4364100	4150000	5542400	6618500	712680	2468900	2559900	9068100	912320	3337300	781580	20668000	4275300	1933400	572770
ENSG00000005448	ENST00000348227	ENSP00000006526	10518000	596270	38198000	385510	14610000	17571000	25306000	128150000	952910	28606000	271940	22207000	0	23213000	1017000	1664500	7545900	8367800	7106700	40285000	4244100	327740	18428000	0	22012000	146620000	9497700	243620	4285100
ENSG00000005469	ENST00000442291	ENSP00000411983	11533000	194490	18919000	3029400	143560000	4843300	5088900	2102900	1402100	34868000	2006700	12750000	107120000	7296900	2184700	8601400	2973500	18025000	2948500	10707000	912340	50394000	808530	4329300	886160	8991000	28309000	8019600	9890300
ENSG00000005471	ENST00000453593	ENSP00000392983	42883	10003	0	0	0	0	0	3693.4	0	0	144070	865170	9470100	862190	7262.5	0	0	0	0	0	0	125400	0	0	0	0	194330	190070	0
ENSG00000005483	ENST00000311117	ENSP00000312379	383400	82869	0	192410	1107100	603120	0	176610	0	0	0	0	3732200	284620	1092300	1093600	148530	509320	47547	584590	470420	0	241160	0	221040	0	0	871260	0
ENSG00000005486	ENST00000006777	ENSP00000006777	30568000	200760	86163000	3745700	29854000	1610600	0	5008200	557240	5634200	3556600	19064000	6992600	17412000	11422000	4494800	2946600	12533000	1543000	5159900	4487600	15879000	656500	776560	7047000	3050400	18302000	3368100	411590
ENSG00000005513	ENST00000293894	ENSP00000293894	0	78242	73535000	0	3040400	0	0	315370	0	0	22902000	0	0	0	383310	2682700	368950	0	0	0	0	583450	0	6929700	0	0	198330	594890	25564
ENSG00000005801	ENST00000354599	ENSP00000346613	0	0	0	49894	0	0	0	97211	0	0	0	0	0	0	0	0	70667	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005810	ENST00000544440	ENSP00000444596	4791600	979470	10851000	4003800	12484000	3500000	4930200	2926300	6478400	3300000	4236000	1306500	1616900	7320500	6580200	5136900	3717100	8746200	936390	3966800	3209600	5749300	1476100	4452600	1824300	15854000	2142200	12446000	1326700
ENSG00000005812	ENST00000355619	ENSP00000347834	0	0	635380	0	8319700	1987500	0	208830	0	0	0	0	83563	198800	3516600	654690	1704300	798070	247540	483960	62335	888960	49995	0	0	1074000	0	0	0
ENSG00000005844	ENST00000356798	ENSP00000349252	2290600	3973500	5101300	1065100	9674300	1006200	2697100	683040	3508900	4929700	0	7512.4	2444900	29240000	82556000	17969000	1406200	7866600	406620	4056800	2633100	6824600	252100	31994000	768660	541240	1320100	49021000	3639700
ENSG00000005882	ENST00000503176	ENSP00000420927	56028000	594910	117350000	19483000	153230000	8502000	30536000	9580800	16410000	11820000	341360000	94150000	53616000	12121000	25272000	24612000	16290000	45601000	5228400	58176000	39880000	76562000	3088700	2425400	9617700	43311000	142460000	2798600	731600
ENSG00000005884	ENST00000007722	ENSP00000007722	20656000	1527200	2907200	12974000	58017000	79116000	43502000	39040000	548800	30043000	4313200	37168000	903230	12879000	4447800	18752000	4559600	75149000	3292200	42933000	12439000	37988000	56948000	7016300	23169000	7030800	41410000	12456000	24622000
ENSG00000005889	ENST00000379177	ENSP00000368475	1363300	922170	1678000	93979	0	0	869370	0	0	21199	0	341970	279680	0	403520	724780	4500100	1606700	0	0	453600	0	708710	102200	361000	90803	826460	1712300	0
ENSG00000005893	ENST00000371335	ENSP00000360386	19472000	3064300	64551000	10843000	96631000	26368000	29997000	5387500	30418000	21531000	27981000	20280000	20021000	26404000	3103300	56123000	87195000	78116000	20668000	45936000	62650000	16746000	7216600	26789000	10285000	93805000	63324000	16995000	7322800
ENSG00000005961	ENST00000262407	ENSP00000262407	119310000	8227800	32303000	2127600	7257900	2241400	2494500	3204900	23445000	8733700	1584800	4246300	21633000	3340900	9887600	15012000	8794600	375620000	2430600	16232000	5725300	2760500	147020	492070000	1455700	465080	2340700	1013000	5049000
ENSG00000006007	ENST00000353258	ENSP00000261386	6529500	337060	3195800	1370300	16108000	2959500	1577200	1931900	118720	9584300	17300000	1149300	7336500	4093300	2664700	0	0	16639000	183710	2119900	10506000	1238000	1743900	2059500	468830	2369000	499220	4551500	821300
ENSG00000006016	ENST00000392386	ENSP00000376188	7929300	0	1190400	0	581730	636820	41735000	228070	0	42615000	5831100	55683	0	45216	1999000	251500	313700	4267800	135030	0	0	637650	190820	201780	0	294760	0	0	969070
ENSG00000006025	ENST00000392507	ENSP00000376295	497040	243790	3929000	1415300	11140000	991450	407320	2369800	35589	2713600	0	0	0	1952700	769400	547930	2468300	626690	434910	3199000	806120	11133000	544270	1041800	6195200	3728000	4485600	808410	204340
ENSG00000006042	ENST00000261713	ENSP00000261713	0	0	0	0	2370300	328090	0	115750	261730	1057700	0	0	0	74187	0	866780	0	384910	64336	703940	0	709070	0	0	0	250470	0	0	0
ENSG00000006047	ENST00000007699	ENSP00000007699	0	0	0	6721300	18096000	9113300	676150	296280	492750	0	829590	0	306880	0	0	0	0	0	0	1275600	511980	13012000	0	0	0	50906000	0	0	0
